FID,x,y
120,121.436415315000005,31.200369342100000
121,121.436415315000005,31.200369342100000
122,121.435846924000003,31.200374282100000
123,121.442180176999997,31.200380088799999
124,121.442180176999997,31.200380088799999
125,121.442180176999997,31.200380088799999
126,121.443271663999994,31.200380878499999
127,121.443271663999994,31.200380878499999
128,121.432884392000005,31.200386434799999
129,121.432897269999998,31.200388559699999
130,121.439367410000003,31.200419003800000
131,121.435642850999997,31.200441506000001
132,121.435642850999997,31.200441506000001
133,121.435642850999997,31.200441506000001
134,121.442124660999994,31.200447790599998
135,121.433130148999993,31.200453009899999
136,121.442137161000005,31.200453380999999
137,121.442137161000005,31.200453380999999
138,121.442137161000005,31.200453380999999
139,121.433121563000000,31.200459754400001
140,121.443486118999999,31.200471330999999
141,121.440739254999997,31.200487443699998
142,121.440739254999997,31.200487443699998
143,121.440739254999997,31.200487443699998
144,121.441836060000000,31.200489505200000
145,121.441879979000007,31.200503106500001
146,121.439358437999999,31.200519082100001
147,121.439971962000001,31.200526048699999
148,121.435062556000005,31.200532553700000
149,121.435062556000005,31.200532553700000
150,121.435062556000005,31.200532553700000
151,121.440410063000002,31.200537638899998
152,121.440954289000004,31.200542908399999
153,121.440954289000004,31.200542908399999
154,121.440954289000004,31.200542908399999
155,121.433621920999997,31.200576012900001
156,121.442074141999996,31.200578450999998
157,121.442065513000003,31.200586463600001
158,121.442125852000004,31.200593358799999
159,121.436287772000000,31.200605966800001
160,121.437414660000002,31.200606225600001
161,121.440910669999994,31.200617234799999
162,121.435286556999998,31.200624157000000
163,121.436266566000000,31.200644624799999
164,121.436266566000000,31.200644624799999
165,121.436266566000000,31.200644624799999
166,121.436267067000003,31.200645195400000
167,121.441261967000003,31.200654929700001
168,121.435493311000002,31.200672765400000
169,121.443953952000001,31.200675541799999
170,121.433917836999996,31.200682519000001
171,121.437460611000006,31.200684377100000
172,121.433965282000003,31.200686313700000
173,121.436305586000003,31.200689085800001
174,121.433568684999997,31.200692247100001
175,121.439842358999996,31.200693053399998
176,121.432467180000003,31.200715324699999
177,121.442626700999995,31.200727733200001
178,121.442629171999997,31.200733560800000
179,121.434137218999993,31.200735803000001
180,121.434137218999993,31.200735803000001
181,121.440158607000001,31.200743174199999
182,121.440158607000001,31.200743174199999
183,121.440158607000001,31.200743174199999
184,121.442759886999994,31.200762766000000
185,121.432152063000004,31.200764708200001
186,121.443061360000002,31.200794010100001
187,121.441205382000007,31.200798203700000
188,121.441705935000002,31.200803297800000
189,121.434354833000000,31.200805707899999
190,121.434354833000000,31.200805707899999
191,121.439180972000003,31.200813095899999
192,121.440060489000004,31.200816407800001
193,121.440610194000001,31.200817421000000
194,121.440610194000001,31.200817421000000
195,121.440610194000001,31.200817421000000
196,121.439128380000000,31.200820476299999
197,121.434460598000001,31.200834726200000
198,121.443040427000000,31.200840382999999
199,121.436704542000001,31.200869143500000
200,121.444420402999995,31.200882090499999
201,121.436923159000003,31.200898263100001
202,121.442020138000004,31.200913207100001
203,121.437661375999994,31.200923614899999
204,121.437661375999994,31.200923614899999
205,121.442990918000007,31.200949459499999
206,121.434911822999993,31.200954815999999
207,121.443459551999993,31.200963362300001
208,121.434961620999999,31.200968689700002
209,121.437707153999995,31.200980654399999
210,121.440545663999998,31.200982409500000
211,121.440545663999998,31.200982409500000
212,121.440545663999998,31.200982409500000
213,121.435416271999998,31.200984188600000
214,121.441130275999996,31.200984199899999
215,121.439660201999999,31.200994545299999
216,121.435108783999993,31.201007877900000
217,121.435108783999993,31.201007877900000
218,121.434707923000005,31.201008201499999
219,121.432026160999996,31.201031926399999
220,121.435183959000000,31.201032343200001
221,121.439771483000001,31.201036023600000
222,121.439771483000001,31.201036023600000
223,121.439771483000001,31.201036023600000
224,121.441101133000004,31.201054985900001
225,121.441101133000004,31.201054985900001
226,121.436054600000006,31.201057588499999
227,121.443795226000006,31.201058413900000
228,121.443795226000006,31.201058413900000
229,121.435340136999997,31.201066459900002
230,121.435340136999997,31.201066459900002
231,121.444898569000003,31.201067593499999
232,121.437361898999995,31.201067920800000
233,121.443885953000006,31.201070932099999
234,121.442931014999999,31.201078099600000
235,121.442931014999999,31.201078099600000
236,121.442931014999999,31.201078099600000
237,121.437406111000001,31.201086858600000
238,121.437406111000001,31.201086858600000
239,121.444408246999998,31.201099355499998
240,121.444408246999998,31.201099355499998
241,121.444408246999998,31.201099355499998
242,121.435463533999993,31.201100049000001
243,121.435062505000005,31.201101258900000
244,121.435062505000005,31.201101258900000
245,121.435062505000005,31.201101258900000
246,121.433370386000007,31.201109811999999
247,121.441076538000004,31.201115365000000
248,121.442413642000005,31.201116913800000
249,121.437436743000006,31.201121216699999
250,121.435690550000004,31.201123996100002
251,121.433892536000002,31.201127035100001
252,121.436356809000003,31.201130580499999
253,121.434672164000006,31.201136765099999
254,121.440072537999995,31.201146645600002
255,121.440072537999995,31.201146645600002
256,121.440072537999995,31.201146645600002
257,121.440459627999999,31.201147358200000
258,121.440459627999999,31.201147358200000
259,121.440459627999999,31.201147358200000
260,121.440459627999999,31.201147358200000
261,121.432582155999995,31.201149998300000
262,121.442026611000003,31.201153567399999
263,121.435665489000002,31.201156025800000
264,121.435665489000002,31.201156025800000
265,121.435266225999996,31.201159117700001
266,121.440503235999998,31.201159839500001
267,121.434034247000000,31.201161540299999
268,121.434401109000007,31.201189138899998
269,121.434009036000006,31.201191283800000
270,121.434009036000006,31.201191283800000
271,121.438891928999993,31.201223108499999
272,121.434997995000003,31.201229570399999
273,121.434997995000003,31.201229570399999
274,121.434997995000003,31.201229570399999
275,121.435965503000006,31.201231170000000
276,121.435965503000006,31.201231170000000
277,121.432762968999995,31.201243347500000
278,121.443745626999998,31.201244429900001
279,121.445379217999999,31.201248482000000
280,121.443733112999993,31.201248954200000
281,121.442352155999998,31.201260995300000
282,121.442352155999998,31.201260995300000
283,121.442352155999998,31.201260995300000
284,121.434627765000002,31.201263464899998
285,121.444890040000004,31.201296747499999
286,121.441002777999998,31.201297179800001
287,121.441763268000003,31.201302236299998
288,121.442808821000000,31.201322557800001
289,121.438005261000001,31.201351816700001
290,121.436373064999998,31.201356056500000
291,121.434954984000001,31.201357917100001
292,121.434954984000001,31.201357917100001
293,121.434954984000001,31.201357917100001
294,121.434245505999996,31.201375114600001
295,121.434245505999996,31.201375114600001
296,121.434245505999996,31.201375114600001
297,121.441712773999996,31.201382914600000
298,121.434664534000007,31.201392450499998
299,121.438836167999995,31.201400625100000
300,121.440951502999994,31.201423290000001
301,121.445859424999995,31.201430253400002
302,121.443132853999998,31.201431347000000
303,121.440394803000004,31.201437450600000
304,121.441118614999993,31.201464391900000
305,121.431916291999997,31.201472950399999
306,121.437758121000002,31.201476294399999
307,121.433186082000006,31.201479855500001
308,121.433186082000006,31.201479855500001
309,121.434454966000004,31.201480709700000
310,121.442244602000002,31.201480932199999
311,121.442244602000002,31.201480932199999
312,121.442244602000002,31.201480932199999
313,121.442244602000002,31.201480932199999
314,121.433203172000006,31.201482754200001
315,121.436876729000005,31.201502781500000
316,121.436867531999994,31.201506962900002
317,121.436868720000007,31.201507321899999
318,121.436883543999997,31.201511806300001
319,121.434018441000006,31.201519760899998
320,121.444007037999995,31.201525387600000
321,121.444244828999999,31.201525750199998
322,121.440902981999997,31.201540827799999
323,121.438729034000005,31.201544024800000
324,121.440023288999996,31.201554416200000
325,121.438763612000002,31.201556912899999
326,121.434073499999997,31.201558291700000
327,121.434073499999997,31.201558291700000
328,121.434073499999997,31.201558291700000
329,121.439321364999998,31.201567706700001
330,121.440890332999999,31.201570233799998
331,121.436847377000007,31.201580002499998
332,121.446346399000006,31.201597965900000
333,121.432964393999995,31.201609468699999
334,121.431882731000002,31.201609827399999
335,121.431882731000002,31.201609827399999
336,121.431882731000002,31.201609827399999
337,121.439498506999996,31.201622117399999
338,121.438649084000005,31.201622920300000
339,121.435757874000004,31.201623041000001
340,121.443525858000001,31.201624407200001
341,121.445822852000006,31.201624459500000
342,121.442663542999995,31.201630690100000
343,121.441962563999994,31.201638924299999
344,121.432590142999999,31.201647699999999
345,121.432590142999999,31.201647699999999
346,121.432590142999999,31.201647699999999
347,121.437383085999997,31.201649815000000
348,121.440059715000004,31.201655333600002
349,121.444669460000000,31.201664996700000
350,121.433063630000007,31.201667118300001
351,121.437470781000002,31.201673789000001
352,121.437470781000002,31.201673789000001
353,121.434277578999996,31.201685105700001
354,121.433902463999999,31.201693780199999
355,121.443630580999994,31.201719135699999
356,121.443093916999999,31.201719398700000
357,121.443362968000002,31.201721585400001
358,121.443362968000002,31.201721585400001
359,121.443362968000002,31.201721585400001
360,121.433944494000002,31.201723192900001
361,121.433944494000002,31.201723192900001
362,121.433944494000002,31.201723192900001
363,121.438301688999999,31.201723961900001
364,121.439244028000005,31.201735975500000
365,121.439680211999999,31.201738042599999
366,121.445765706000003,31.201741562999999
367,121.445813233999999,31.201750471099999
368,121.433558282999996,31.201754930100002
369,121.446833976999997,31.201764584900001
370,121.435557983999999,31.201768913199999
371,121.446405333000001,31.201789255700000
372,121.441662695000005,31.201793569399999
373,121.434460459999997,31.201797400099998
374,121.434460459999997,31.201797400099998
375,121.434460459999997,31.201797400099998
376,121.435674888999998,31.201801100200001
377,121.437972787000007,31.201804747699999
378,121.439298549000000,31.201805109300000
379,121.435148441999999,31.201816863900000
380,121.440780477999994,31.201826251600000
381,121.440780477999994,31.201826251600000
382,121.444951931000006,31.201828893300000
383,121.432985485000003,31.201831015200000
384,121.432331298999998,31.201842878899999
385,121.434064454999998,31.201852172300001
386,121.441835940999994,31.201865402100001
387,121.441835940999994,31.201865402100001
388,121.441835940999994,31.201865402100001
389,121.440442106999996,31.201877682999999
390,121.442538669000001,31.201877923700000
391,121.432417744999995,31.201886404200000
392,121.432987678999993,31.201891373599999
393,121.438439424999999,31.201901470599999
394,121.434772310000000,31.201908248199999
395,121.444070174000004,31.201916172899999
396,121.443051671000006,31.201920122899999
397,121.438460372999998,31.201932427999999
398,121.438459541000000,31.201932659299999
399,121.438459541000000,31.201932659299999
400,121.438459629999997,31.201932683199999
401,121.447320066000003,31.201934423699999
402,121.442072507999995,31.201939233000001
403,121.442072507999995,31.201939233000001
404,121.438456341000006,31.201941095500001
405,121.438456341000006,31.201941095500001
406,121.443341441000001,31.201941685400001
407,121.443341441000001,31.201941685400001
408,121.443341441000001,31.201941685400001
409,121.443341441000001,31.201941685400001
410,121.443438096999998,31.201942273299998
411,121.444051215000002,31.201943083000000
412,121.444051215000002,31.201943083000000
413,121.444051215000002,31.201943083000000
414,121.438534015000002,31.201947710399999
415,121.439620872000006,31.201953011299999
416,121.439620872000006,31.201953011299999
417,121.439620872000006,31.201953011299999
418,121.443579389999996,31.201957012400001
419,121.440723087999999,31.201964505999999
420,121.440936622999999,31.201968252400000
421,121.444590535000003,31.201974507599999
422,121.442238200000006,31.201974884399998
423,121.434309951000003,31.201980609500001
424,121.434309951000003,31.201980609500001
425,121.434309951000003,31.201980609500001
426,121.445445522000000,31.201981915800001
427,121.438380187000007,31.202002613800001
428,121.446863870000001,31.202004132900001
429,121.436673433999999,31.202005478899999
430,121.439835912000007,31.202008438099998
431,121.439835912000007,31.202008438099998
432,121.439835912000007,31.202008438099998
433,121.433942782000003,31.202015706099999
434,121.437605058000003,31.202030807700002
435,121.435542034999997,31.202034137399998
436,121.437161947999996,31.202038410000000
437,121.440235345999994,31.202048315300001
438,121.442457740999998,31.202049239400001
439,121.442457740999998,31.202049239400001
440,121.439044726999995,31.202051203200000
441,121.431779262999996,31.202051991899999
442,121.435019423000000,31.202055139700001
443,121.435019423000000,31.202055139700001
444,121.445723881999996,31.202073346599999
445,121.445723881999996,31.202073346599999
446,121.445723881999996,31.202073346599999
447,121.440384491000003,31.202081631999999
448,121.439189927000001,31.202082257200001
449,121.440684172999994,31.202083739199999
450,121.432772412999995,31.202086993399998
451,121.433651694999995,31.202097465000001
452,121.439543947999994,31.202097709699999
453,121.439543947999994,31.202097709699999
454,121.439543947999994,31.202097709699999
455,121.438586158000007,31.202102912600001
456,121.441436319000005,31.202103485199999
457,121.447806438000001,31.202103647100000
458,121.441749893999997,31.202103725299999
459,121.441749893999997,31.202103725299999
460,121.441749893999997,31.202103725299999
461,121.443051745999995,31.202125371000001
462,121.438609718999999,31.202134846200000
463,121.438609718999999,31.202134846200000
464,121.439792892000000,31.202136775600000
465,121.439792892000000,31.202136775600000
466,121.439792892000000,31.202136775600000
467,121.433829735000003,31.202139554199999
468,121.443431392999997,31.202142751600000
469,121.443319915999993,31.202143439800000
470,121.443319915999993,31.202143439800000
471,121.443319915999993,31.202143439800000
472,121.443319915999993,31.202143439800000
473,121.434180943000001,31.202145508800001
474,121.434180943000001,31.202145508800001
475,121.434180943000001,31.202145508800001
476,121.438072960000000,31.202151856699999
477,121.438072960000000,31.202151856699999
478,121.439483042000006,31.202158784600002
479,121.433600480999999,31.202162931600000
480,121.433600480999999,31.202162931600000
481,121.433600480999999,31.202162931600000
482,121.439552066999994,31.202166080200001
483,121.445845598999995,31.202170728399999
484,121.442383786999997,31.202179396700000
485,121.443881399999995,31.202184391599999
486,121.446211934000004,31.202186492199999
487,121.441986458000002,31.202195900700001
488,121.441986458000002,31.202195900700001
489,121.441986458000002,31.202195900700001
490,121.444008174999993,31.202199829600001
491,121.444008174999993,31.202199829600001
492,121.444008174999993,31.202199829600001
493,121.444007847999998,31.202201223900001
494,121.444007847999998,31.202201223900001
495,121.444007847999998,31.202201223900001
496,121.446976548999999,31.202205867000000
497,121.446976548999999,31.202205867000000
498,121.446976548999999,31.202205867000000
499,121.439770623000001,31.202211758400001
500,121.432998534000006,31.202217024999999
501,121.444338023000000,31.202222605100001
502,121.442929899000006,31.202230248199999
503,121.448293617999994,31.202271166100001
504,121.440060518999999,31.202277313000000
505,121.438719835000001,31.202280453499998
506,121.438719835000001,31.202280453499998
507,121.438048108000004,31.202285490500000
508,121.434781508000000,31.202286741900000
509,121.433126525000006,31.202288080500001
510,121.443276886999996,31.202290116499999
511,121.443276886999996,31.202290116499999
512,121.443276886999996,31.202290116499999
513,121.434051937999996,31.202292063500000
514,121.434051937999996,31.202292063500000
515,121.434051937999996,31.202292063500000
516,121.435406544000003,31.202294341500000
517,121.435406544000003,31.202294341500000
518,121.443412252000002,31.202301927499999
519,121.442212627999993,31.202304751700002
520,121.441461301000004,31.202305675200002
521,121.445619547000007,31.202330726000000
522,121.445619547000007,31.202330726000000
523,121.439269748000001,31.202330772700002
524,121.445618042000007,31.202335337299999
525,121.444740452999994,31.202364202999998
526,121.446596041999996,31.202366483399999
527,121.438289126000001,31.202368604499998
528,121.437295990999999,31.202369692700000
529,121.447457717999995,31.202370542000001
530,121.446314962000002,31.202372099200002
531,121.440567045999998,31.202395029400002
532,121.440567045999998,31.202395029400002
533,121.440567045999998,31.202395029400002
534,121.440571461000005,31.202396511200000
535,121.444436175000007,31.202405450800001
536,121.442716763000007,31.202415215599999
537,121.443233860000007,31.202418448000000
538,121.443233860000007,31.202418448000000
539,121.443233860000007,31.202418448000000
540,121.443881891999993,31.202419817599999
541,121.433353478000001,31.202420836300000
542,121.439283447999998,31.202423178499998
543,121.436904795000004,31.202430459999999
544,121.441438149999996,31.202433028100000
545,121.441792879000005,31.202434018600002
546,121.441792879000005,31.202434018600002
547,121.441792879000005,31.202434018600002
548,121.448781054999998,31.202438131600001
549,121.433944431000000,31.202438652800002
550,121.433944431000000,31.202438652800002
551,121.433944431000000,31.202438652800002
552,121.435328870000006,31.202446262399999
553,121.443481071999997,31.202455258699999
554,121.444254418000000,31.202460935500000
555,121.438866638999997,31.202466163800000
556,121.438866638999997,31.202466163800000
557,121.438863462000000,31.202466504400000
558,121.438863631000004,31.202466723800001
559,121.438873913999998,31.202480042900000
560,121.443233853999999,31.202491828300001
561,121.443233853999999,31.202491828300001
562,121.443233853999999,31.202491828300001
563,121.431676236000001,31.202494235200000
564,121.433025061999999,31.202519206300000
565,121.438343047000004,31.202524121000000
566,121.441749857999994,31.202525662199999
567,121.441749857999994,31.202525662199999
568,121.441749857999994,31.202525662199999
569,121.433564335000000,31.202536643399998
570,121.431720890999998,31.202547306600000
571,121.434168436999997,31.202549182500000
572,121.441059750999997,31.202561616400001
573,121.441061239000007,31.202562129299999
574,121.441061239000007,31.202562129299999
575,121.441061239000007,31.202562129299999
576,121.442179085000006,31.202562707999999
577,121.442818652000000,31.202563415099998
578,121.442180561000001,31.202563496300002
579,121.441889799999998,31.202582848700001
580,121.435005016999995,31.202585069900000
581,121.440483310999994,31.202585318899999
582,121.449271288999995,31.202598938600001
583,121.444631897999997,31.202604663500001
584,121.444631897999997,31.202604663500001
585,121.444631897999997,31.202604663500001
586,121.442363976999999,31.202619025299999
587,121.443190826999995,31.202620159599999
588,121.443190826999995,31.202620159599999
589,121.443190826999995,31.202620159599999
590,121.443190826999995,31.202620159599999
591,121.447406741999998,31.202628704599999
592,121.447406741999998,31.202628704599999
593,121.447406741999998,31.202628704599999
594,121.445941734000002,31.202633873600000
595,121.441251352999998,31.202641364100000
596,121.441251352999998,31.202641364100000
597,121.441251352999998,31.202641364100000
598,121.441018639999996,31.202652700500000
599,121.441018639999996,31.202652700500000
600,121.433770858000003,31.202660445900001
601,121.440587359000006,31.202673377000000
602,121.447818014000006,31.202674215500000
603,121.443373003999994,31.202675610699998
604,121.447643366999998,31.202684237800000
605,121.447643366999998,31.202684237800000
606,121.447643366999998,31.202684237800000
607,121.437811823000004,31.202688196899999
608,121.444955578000005,31.202688973400001
609,121.448725862000003,31.202690213499999
610,121.439882105999999,31.202705635499999
611,121.432195057000001,31.202732256000001
612,121.443639316000002,31.202736225700001
613,121.446589302000007,31.202737068400001
614,121.446589302000007,31.202737068400001
615,121.446589302000007,31.202737068400001
616,121.439728324000001,31.202760390100000
617,121.439728324000001,31.202760390100000
618,121.439728324000001,31.202760390100000
619,121.441190676999994,31.202763092700000
620,121.441190676999994,31.202763092700000
621,121.449759791000005,31.202763543200000
622,121.445464763000004,31.202766685600000
623,121.439072636999995,31.202780589900001
624,121.434005013999993,31.202781333899999
625,121.437087809999994,31.202783699200001
626,121.437076684000004,31.202797556800000
627,121.444567352999997,31.202806329500000
628,121.444567352999997,31.202806329500000
629,121.444567352999997,31.202806329500000
630,121.434051628000006,31.202806629099999
631,121.434051628000006,31.202806629099999
632,121.445459815999996,31.202807129400000
633,121.446546003999998,31.202830954500001
634,121.436664698000001,31.202831497100000
635,121.441151407000007,31.202835586999999
636,121.440381096999999,31.202836594800001
637,121.432375058000005,31.202839796599999
638,121.432375058000005,31.202839796599999
639,121.448215654999998,31.202844598999999
640,121.432405414000002,31.202844777399999
641,121.445434856000006,31.202854286699999
642,121.435423791999995,31.202855802399998
643,121.435113677999993,31.202857579800000
644,121.439153110000007,31.202861901399999
645,121.439602679000004,31.202877082499999
646,121.442692734000005,31.202880206600000
647,121.444550488999994,31.202885369899999
648,121.449582022000001,31.202888214900000
649,121.441688705000004,31.202889854100000
650,121.449051006999994,31.202892354700001
651,121.442717637000001,31.202894415900001
652,121.442717637000001,31.202894415900001
653,121.442717637000001,31.202894415900001
654,121.438026343000004,31.202899746600000
655,121.445006442999997,31.202901945099999
656,121.444146685999996,31.202916479199999
657,121.447062532000004,31.202921503300001
658,121.447062532000004,31.202921503300001
659,121.447062532000004,31.202921503300001
660,121.447574755999995,31.202924564300002
661,121.432919702000007,31.202926932499999
662,121.443708607000005,31.202944498299999
663,121.450239986000000,31.202945360600001
664,121.443341353999998,31.202950663700001
665,121.443341353999998,31.202950663700001
666,121.443341353999998,31.202950663700001
667,121.433064960999999,31.202951782100001
668,121.433064960999999,31.202951782100001
669,121.433064960999999,31.202951782100001
670,121.449321329000000,31.202963001299999
671,121.449321329000000,31.202963001299999
672,121.449321329000000,31.202963001299999
673,121.431612573999999,31.202964195400000
674,121.449477196000004,31.202968943300000
675,121.449477196000004,31.202968943300000
676,121.449477196000004,31.202968943300000
677,121.441973939999997,31.202977833900000
678,121.443083256999998,31.202986849999998
679,121.443083256999998,31.202986849999998
680,121.443083256999998,31.202986849999998
681,121.443599350000000,31.202988066300001
682,121.443599350000000,31.202988066300001
683,121.443599350000000,31.202988066300001
684,121.440307348000005,31.202999100500001
685,121.440307348000005,31.202999100500001
686,121.440302693000007,31.203008727800000
687,121.449993731000006,31.203014635199999
688,121.434448015000001,31.203023045300000
689,121.433077393000005,31.203023063400000
690,121.441943371999997,31.203039690099999
691,121.441965522000004,31.203044312900001
692,121.433569637000005,31.203056098000001
693,121.440437955999997,31.203073556100001
694,121.440437955999997,31.203073556100001
695,121.437575535999997,31.203090902900001
696,121.438760356000003,31.203098551600000
697,121.444878480000000,31.203099262500000
698,121.449309959999994,31.203109798400000
699,121.449309959999994,31.203109798400000
700,121.449309959999994,31.203109798400000
701,121.448780475000007,31.203116742999999
702,121.436696376000000,31.203121949500002
703,121.436696376000000,31.203121949500002
704,121.440241580999995,31.203126596800001
705,121.450718780000003,31.203129889900001
706,121.448634971999994,31.203134348999999
707,121.443663959999995,31.203134746300002
708,121.443663959999995,31.203134746300002
709,121.443663959999995,31.203134746300002
710,121.444129447999998,31.203138176800000
711,121.440002375000006,31.203145011600000
712,121.439383125000006,31.203145710299999
713,121.439383125000006,31.203145710299999
714,121.436741361000003,31.203147058700001
715,121.442475426000001,31.203150732000001
716,121.432082972000003,31.203151216700000
717,121.432095572999998,31.203151235800000
718,121.432095572999998,31.203151235800000
719,121.432095572999998,31.203151235800000
720,121.444361732000004,31.203151459499999
721,121.437181042000006,31.203156079199999
722,121.432104375999998,31.203157822700000
723,121.439130211999995,31.203159258399999
724,121.435735988000005,31.203163152300000
725,121.449289460000003,31.203167706599999
726,121.433102220999999,31.203169457300000
727,121.433102220999999,31.203169457300000
728,121.443865858999999,31.203173087800000
729,121.434221535000006,31.203185159600000
730,121.440030737000001,31.203185549800001
731,121.442652949999996,31.203188388600001
732,121.433471401999995,31.203190049500002
733,121.433471401999995,31.203190049500002
734,121.445842928999994,31.203207135300001
735,121.433514395000003,31.203226806899998
736,121.433514395000003,31.203226806899998
737,121.439450246999996,31.203233592099998
738,121.440926728999997,31.203237619599999
739,121.439693071999997,31.203238101000000
740,121.431468038999995,31.203239057400001
741,121.446352637999993,31.203250237799999
742,121.446352637999993,31.203250237799999
743,121.446352637999993,31.203250237799999
744,121.437835484000004,31.203252163700000
745,121.437835484000004,31.203252163700000
746,121.437835484000004,31.203252163700000
747,121.439212179999998,31.203254769800001
748,121.439212179999998,31.203254769800001
749,121.442985378000003,31.203256952899999
750,121.442997202000001,31.203261856800001
751,121.434890319999994,31.203265700500001
752,121.434890319999994,31.203265700500001
753,121.434890319999994,31.203265700500001
754,121.434890319999994,31.203265700500001
755,121.446868899999998,31.203269653400000
756,121.446868899999998,31.203269653400000
757,121.446868899999998,31.203269653400000
758,121.445024574000001,31.203279684900000
759,121.446933844000000,31.203280045800000
760,121.434042278000007,31.203282320600000
761,121.445298962999999,31.203284960100000
762,121.445298962999999,31.203284960100000
763,121.448138092999997,31.203290669800001
764,121.448138092999997,31.203290669800001
765,121.448138092999997,31.203290669800001
766,121.449110332000004,31.203302642000001
767,121.443231702999995,31.203302661799999
768,121.451369513000003,31.203306788100001
769,121.433472406000007,31.203307346900001
770,121.451198352000006,31.203312870900000
771,121.433664875000005,31.203318768799999
772,121.433664875000005,31.203318768799999
773,121.433664875000005,31.203318768799999
774,121.448127181999993,31.203319718700001
775,121.445169570999994,31.203321199700000
776,121.445169570999994,31.203321199700000
